"","keyid","title","start","end","language","country","duration","tooltip","l_color"
"452","JVestrahkonkurentsivoime","Eesti rahvusvaheline konkurentsivõime ... : aastaraamat","2018-03-01","2019-04-01","Estonian","Estonia",1.08493150684932,"Eesti rahvusvaheline konkurentsivõime ... : aastaraamat<br>From <b>2018-03-01</b> to <b>2019-04-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"453","JVestrahvam","Eesti Rahva Muuseumi aastaraamat","2017-12-01","2018-11-01","Estonian","Estonia",0.917808219178082,"Eesti Rahva Muuseumi aastaraamat<br>From <b>2017-12-01</b> to <b>2018-11-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"454","JVestrahvusvahjulgeo","Eesti rahvusvahelises julgeolekukeskkonnas ...","2017-02-01","2021-01-01","Estonian","Estonia",3.91780821917808,"Eesti rahvusvahelises julgeolekukeskkonnas ...<br>From <b>2017-02-01</b> to <b>2021-01-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"455","JVestrakenduslingy","Eesti Rakenduslingvistika Ühingu aastaraamat ... = Estonian papers in applied linguistics ...","2018-04-01","2021-05-01","Estonian","Estonia",3.08493150684932,"Eesti Rakenduslingvistika Ühingu aastaraamat ... = Estonian papers in applied linguistics ...<br>From <b>2018-04-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"456","JVestrescue","Estonian Rescue Board yearbook ...","2017-06-01","2021-05-01","English","Estonia",3.91780821917808,"Estonian Rescue Board yearbook ...<br>From <b>2017-06-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"457","JVestresearch","Estonian research ...","2017-05-01","2019-02-01","English","Estonia",1.75616438356164,"Estonian research ...<br>From <b>2017-05-01</b> to <b>2019-02-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"458","JVestrmtkhoidjatey","Eesti Raamatukoguhoidjate Ühingu aastaraamat ...","2017-11-01","2020-10-01","Estonian","Estonia",2.91780821917808,"Eesti Raamatukoguhoidjate Ühingu aastaraamat ...<br>From <b>2017-11-01</b> to <b>2020-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"459","JVestspordiljoud","Eestimaa Spordiliit Jõud ... : [võistluste tulemused, kalenderplaan ...]","2017-12-01","2018-12-01","Estonian","Estonia",1,"Eestimaa Spordiliit Jõud ... : [võistluste tulemused, kalenderplaan ...]<br>From <b>2017-12-01</b> to <b>2018-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"460","JVestsporthobuste","Eesti Sporthobuste Kasvatajate Selts : aastaraamat ...","2017-04-01","2020-04-01","Estonian","Estonia",3.0027397260274,"Eesti Sporthobuste Kasvatajate Selts : aastaraamat ...<br>From <b>2017-04-01</b> to <b>2020-04-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"461","JVesttainwords","Eesti Teaduste Akadeemia in words and images","2018-11-01","2019-09-01","English","Estonia",0.832876712328767,"Eesti Teaduste Akadeemia in words and images<br>From <b>2018-11-01</b> to <b>2019-09-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"462","JVesttasonas","Eesti Teaduste Akadeemia sõnas ja pildis","2018-04-01","2021-05-01","Estonian","Estonia",3.08493150684932,"Eesti Teaduste Akadeemia sõnas ja pildis<br>From <b>2018-04-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"463","JVethnolandfolklor","Journal of Ethnology and Folkloristics : [joint publication of the University of Tartu, the Estonian National Museum and the Estonian Literary Museum]","2017-06-01","2021-06-01","English","Estonia",4.0027397260274,"Journal of Ethnology and Folkloristics : [joint publication of the University of Tartu, the Estonian National Museum and the Estonian Literary Museum]<br>From <b>2017-06-01</b> to <b>2021-06-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"464","JVeurosular","Euro-sularaha : [Eesti Panga muuseumi kogude põhjal]","2017-01-01","2018-01-01","Estonian","Estonia",1,"Euro-sularaha : [Eesti Panga muuseumi kogude põhjal]<br>From <b>2017-01-01</b> to <b>2018-01-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"465","JVevpreemiad","Eesti Vabariigi preemiad ... : teadus, F. J. Wiedemanni keeleauhind, kultuur, sport","2017-06-01","2020-01-01","Estonian","Estonia",2.58630136986301,"Eesti Vabariigi preemiad ... : teadus, F. J. Wiedemanni keeleauhind, kultuur, sport<br>From <b>2017-06-01</b> to <b>2020-01-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"466","JVexceptwork","Except working papers","2017-05-01","2018-07-01","English","Estonia",1.16712328767123,"Except working papers<br>From <b>2017-05-01</b> to <b>2018-07-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"467","JVfaktenubertln","Fakten über Tallinn ... : Tallinn - das Wirtschaftszentrum Estlands","2017-06-01","2020-10-01","German","Estonia",3.33698630136986,"Fakten über Tallinn ... : Tallinn - das Wirtschaftszentrum Estlands<br>From <b>2017-06-01</b> to <b>2020-10-01</b><br>issued in <b>Estonia</b> in <b>German</b> language</br>","#446455"
"468","JVfaktetln","Fakte Tallinnast ... : Tallinn - Eesti majanduskeskus","2017-06-01","2020-10-01","Estonian","Estonia",3.33698630136986,"Fakte Tallinnast ... : Tallinn - Eesti majanduskeskus<br>From <b>2017-06-01</b> to <b>2020-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"469","JVfaktootln","Факты о Таллинне ... : Таллинн - экономический центр Эстонии","2017-06-01","2020-10-01","Russian","Estonia",3.33698630136986,"Факты о Таллинне ... : Таллинн - экономический центр Эстонии<br>From <b>2017-06-01</b> to <b>2020-10-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"470","JVfinancing","Financing of the economy","2017-02-01","2021-03-01","English","Estonia",4.07945205479452,"Financing of the economy<br>From <b>2017-02-01</b> to <b>2021-03-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"471","JVfinancsupervis","Financial Supervision Authority yearbook","2017-05-01","2021-06-01","English","Estonia",4.08767123287671,"Financial Supervision Authority yearbook<br>From <b>2017-05-01</b> to <b>2021-06-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"472","JVfinantscstabil","Financial stability review","2017-04-01","2021-05-01","English","Estonia",4.08493150684932,"Financial stability review<br>From <b>2017-04-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"473","JVfinantsinspekts","Finantsinspektsiooni aastaraamat","2017-05-01","2021-06-01","Estonian","Estonia",4.08767123287671,"Finantsinspektsiooni aastaraamat<br>From <b>2017-05-01</b> to <b>2021-06-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"474","JVfinantskolledzitoim","Finantskolledži toimetised","2019-10-01","2021-05-01","Estonian","Estonia",1.58356164383562,"Finantskolledži toimetised<br>From <b>2019-10-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"475","JVfinantsstaby","Finantsstabiilsuse ülevaade","2017-04-01","2021-05-01","Estonian","Estonia",4.08493150684932,"Finantsstabiilsuse ülevaade<br>From <b>2017-04-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"476","JVfoliacryptogam","Folia Cryptogamica Estonica","2017-05-01","2020-10-01","English","Estonia",3.42191780821918,"Folia Cryptogamica Estonica<br>From <b>2017-05-01</b> to <b>2020-10-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"477","JVforestrystud","Forestry studies = Metsanduslikud uurimused","2017-06-01","2021-12-01","Estonian","Estonia",4.5041095890411,"Forestry studies = Metsanduslikud uurimused<br>From <b>2017-06-01</b> to <b>2021-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"478","JVgodovajakniga","Годовая книга Больничной кассы Эстонии","2017-05-01","2020-03-01","Russian","Estonia",2.83561643835616,"Годовая книга Больничной кассы Эстонии<br>From <b>2017-05-01</b> to <b>2020-03-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"479","JVidakiri","Idakiri : Eesti Akadeemilise Orientaalseltsi aastaraamat ...","2018-06-01","2020-03-01","Estonian","Estonia",1.75068493150685,"Idakiri : Eesti Akadeemilise Orientaalseltsi aastaraamat ...<br>From <b>2018-06-01</b> to <b>2020-03-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"480","JVincantatio","Incantatio : an international journal on charms, charmers and charming","2017-07-01","2019-12-01","English","Estonia",2.41917808219178,"Incantatio : an international journal on charms, charmers and charming<br>From <b>2017-07-01</b> to <b>2019-12-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"481","JVindexbotanictln","Index seminum anno ... collectorum, quae Hortus Botanicus Tallinnensis pro mutua commutatione offert","2017-01-01","2021-02-01","Latin","Estonia",4.08767123287671,"Index seminum anno ... collectorum, quae Hortus Botanicus Tallinnensis pro mutua commutatione offert<br>From <b>2017-01-01</b> to <b>2021-02-01</b><br>issued in <b>Estonia</b> in <b>Latin</b> language</br>","#0B775E"
"482","JVindexbotanicut","Index seminum anno ... collectorum quae Hortus Botanicus Universitatis Tartuensis pro mutua commutatione offert","2017-01-01","2021-12-01","English","Estonia",4.91780821917808,"Index seminum anno ... collectorum quae Hortus Botanicus Universitatis Tartuensis pro mutua commutatione offert<br>From <b>2017-01-01</b> to <b>2021-12-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"483","JVinernsecurityest","International security and Estonia ...","2017-02-01","2021-01-01","English","Estonia",3.91780821917808,"International security and Estonia ...<br>From <b>2017-02-01</b> to <b>2021-01-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"484","JVinimoigused","Inimõigused Eestis ... : Eesti Inimõiguste Keskuse aastaaruanne","2017-12-01","2020-01-01","Estonian","Estonia",2.08493150684932,"Inimõigused Eestis ... : Eesti Inimõiguste Keskuse aastaaruanne<br>From <b>2017-12-01</b> to <b>2020-01-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"485","JVjuridicaintern","Juridica International : law review. University of Tartu, Estonia","2017-11-01","2021-10-01","English","Estonia",3.91780821917808,"Juridica International : law review. University of Tartu, Estonia<br>From <b>2017-11-01</b> to <b>2021-10-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"486","JVkaitsepolitsei","Kaitsepolitseiamet. Aastaraamat","2017-08-01","2021-04-01","Estonian","Estonia",3.66849315068493,"Kaitsepolitseiamet. Aastaraamat<br>From <b>2017-08-01</b> to <b>2021-04-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"487","JVkalender","Kalender ...","2017-10-01","2018-10-01","Estonian","Estonia",1,"Kalender ...<br>From <b>2017-10-01</b> to <b>2018-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"488","JVkeelehoolek","Keelehooldekeskus","2017-11-01","2020-12-01","Estonian","Estonia",3.08493150684932,"Keelehooldekeskus<br>From <b>2017-11-01</b> to <b>2020-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"489","JVkeskkjarelv","Keskkonnajärelevalve ... : [aastaraamat]","2017-06-01","2019-07-01","Estonian","Estonia",2.08219178082192,"Keskkonnajärelevalve ... : [aastaraamat]<br>From <b>2017-06-01</b> to <b>2019-07-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"490","JVkeskriminkorrupts","Keskkriminaalpolitsei korruptsioonikuritegude büroo : ülevaade büroo ... aasta tegevusest","2018-06-01","2020-08-01","Estonian","Estonia",2.16986301369863,"Keskkriminaalpolitsei korruptsioonikuritegude büroo : ülevaade büroo ... aasta tegevusest<br>From <b>2018-06-01</b> to <b>2020-08-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"491","JVkohaliku","Kohaliku ajaloo almanahh","2017-09-01","2020-12-01","Estonian","Estonia",3.25205479452055,"Kohaliku ajaloo almanahh<br>From <b>2017-09-01</b> to <b>2020-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"492","JVkohtuteaastaraamat","Kohtute aastaraamat ...","2017-06-01","2019-04-01","Estonian","Estonia",1.83287671232877,"Kohtute aastaraamat ...<br>From <b>2017-06-01</b> to <b>2019-04-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"493","JVkriminpoluuringud","Kriminaalpoliitika uuringud","2017-04-01","2020-07-01","Estonian","Estonia",3.25205479452055,"Kriminaalpoliitika uuringud<br>From <b>2017-04-01</b> to <b>2020-07-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"494","JVkylvikalender","Külvikalender ... : soodsad külvi-, hooldus- ja lõikusajad : Maria ja Matthias K. Thuni järgi","2017-10-01","2020-10-01","Estonian","Estonia",3.0027397260274,"Külvikalender ... : soodsad külvi-, hooldus- ja lõikusajad : Maria ja Matthias K. Thuni järgi<br>From <b>2017-10-01</b> to <b>2020-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"495","JVlaanemaamuustoim","Läänemaa Muuseumi toimetised = Proceedings of Läänemaa Museum","2017-09-01","2019-07-01","Estonian","Estonia",1.83013698630137,"Läänemaa Muuseumi toimetised = Proceedings of Läänemaa Museum<br>From <b>2017-09-01</b> to <b>2019-07-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"496","JVlabourmarket","Labour market review","2017-06-01","2021-05-01","English","Estonia",3.91780821917808,"Labour market review<br>From <b>2017-06-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"497","JVlahivordlusi","Lähivõrdlusi = Lähivertailuja","2017-10-01","2021-10-01","Estonian","Estonia",4.0027397260274,"Lähivõrdlusi = Lähivertailuja<br>From <b>2017-10-01</b> to <b>2021-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"498","JVlee","Lee : Eesti Rahva Muuseumi Sõprade Seltsi väljaanne","2017-05-01","2021-05-01","Estonian","Estonia",4.0027397260274,"Lee : Eesti Rahva Muuseumi Sõprade Seltsi väljaanne<br>From <b>2017-05-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"499","JVlennundus","Lennundusaasta ...","2017-06-01","2021-05-01","Estonian","Estonia",3.91780821917808,"Lennundusaasta ...<br>From <b>2017-06-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"500","JVlomavirossa","Loma Virossa : ideoita loman vietoon","2017-03-01","2019-12-01","Finnish","Estonia",2.75342465753425,"Loma Virossa : ideoita loman vietoon<br>From <b>2017-03-01</b> to <b>2019-12-01</b><br>issued in <b>Estonia</b> in <b>Finnish</b> language</br>","#3B9AB2"
"501","JVluua","Luua Metsanduskool. Artiklid ja uurimused","2017-04-01","2020-10-01","Estonian","Estonia",3.5041095890411,"Luua Metsanduskool. Artiklid ja uurimused<br>From <b>2017-04-01</b> to <b>2020-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"502","JVmaheorganic","Mahepõllumajandus Eestis ... = Organic farming in Estonia ...","2017-05-01","2020-05-01","Estonian","Estonia",3.0027397260274,"Mahepõllumajandus Eestis ... = Organic farming in Estonia ...<br>From <b>2017-05-01</b> to <b>2020-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"503","JVmajandrahast","Majanduse rahastamise ülevaade","2017-02-01","2021-03-01","Estonian","Estonia",4.07945205479452,"Majanduse rahastamise ülevaade<br>From <b>2017-02-01</b> to <b>2021-03-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"504","JVmajandusylevaade","Majandusülevaade","2017-02-01","2019-09-01","Estonian","Germany",2.58082191780822,"Majandusülevaade<br>From <b>2017-02-01</b> to <b>2019-09-01</b><br>issued in <b>Germany</b> in <b>Estonian</b> language</br>","#899DA4"
"505","JVmottepaber","Mõttepaber","2017-05-01","2021-02-01","Estonian","Estonia",3.75890410958904,"Mõttepaber<br>From <b>2017-05-01</b> to <b>2021-02-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"506","JVmuinsuskaitsearmt","Muinsuskaitse aastaraamat ...","2017-06-01","2021-04-01","Estonian","Estonia",3.83561643835616,"Muinsuskaitse aastaraamat ...<br>From <b>2017-06-01</b> to <b>2021-04-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"507","JVmullaabc","Mulla ABC","2017-03-01","2022-01-01","Estonian","Estonia",4.84109589041096,"Mulla ABC<br>From <b>2017-03-01</b> to <b>2022-01-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"508","JVnablagozdorovja","На благо здоровья : информационный вестник Больничной кассы Эстонии ...","2017-03-01","2021-03-01","Russian","Estonia",4.0027397260274,"На благо здоровья : информационный вестник Больничной кассы Эстонии ...<br>From <b>2017-03-01</b> to <b>2021-03-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"509","JVnaiskodukaitse","Naiskodukaitse : tegevuse ülevaade ...","2017-05-01","2019-05-01","Estonian","Estonia",2,"Naiskodukaitse : tegevuse ülevaade ...<br>From <b>2017-05-01</b> to <b>2019-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"510","JVnalitsnoidengi","Наличные деньги евро : [на основе собраний музея Банка Эстонии]","2017-01-01","2018-01-01","Russian","Estonia",1,"Наличные деньги евро : [на основе собраний музея Банка Эстонии]<br>From <b>2017-01-01</b> to <b>2018-01-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"511","JVnarvamuustoim","Narva Muuseum. Toimetised","2017-09-01","2020-03-01","Estonian","Estonia",2.4986301369863,"Narva Muuseum. Toimetised<br>From <b>2017-09-01</b> to <b>2020-03-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"512","JVnommekjklubi","Nõmme Kergejõustikuklubi : aastaraamat","2017-08-01","2019-08-01","Estonian","Estonia",2,"Nõmme Kergejõustikuklubi : aastaraamat<br>From <b>2017-08-01</b> to <b>2019-08-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"513","JVnoorteseire","Noorteseire aastaraamat ...","2017-04-01","2020-05-01","Estonian","Estonia",3.08493150684932,"Noorteseire aastaraamat ...<br>From <b>2017-04-01</b> to <b>2020-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"514","JVnukits","Nukits : Eesti Lastekirjanduse Keskuse lastekirjanduse ajakiri","2017-12-01","2019-11-01","Estonian","Estonia",1.91780821917808,"Nukits : Eesti Lastekirjanduse Keskuse lastekirjanduse ajakiri<br>From <b>2017-12-01</b> to <b>2019-11-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"515","JVopetestselts","Õpetatud Eesti Seltsi aastaraamat = Annales Litterarum Societatis Esthonicae","2017-12-01","2020-12-01","Estonian","Estonia",3.0027397260274,"Õpetatud Eesti Seltsi aastaraamat = Annales Litterarum Societatis Esthonicae<br>From <b>2017-12-01</b> to <b>2020-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"516","JVotdohvestonii","Отдых в Эстонии лучшие идеи для отдыха","2017-06-01","2019-06-01","Russian","Estonia",2,"Отдых в Эстонии лучшие идеи для отдыха<br>From <b>2017-06-01</b> to <b>2019-06-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"517","JVpaasteamet","Päästeameti aastaraamat ...","2017-06-01","2021-05-01","Estonian","Estonia",3.91780821917808,"Päästeameti aastaraamat ...<br>From <b>2017-06-01</b> to <b>2021-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"518","JVpalgatop","Palga TOP","2017-11-01","2021-10-01","Estonian","Estonia",3.91780821917808,"Palga TOP<br>From <b>2017-11-01</b> to <b>2021-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"519","JVparnuraekulakool","Pärnu Raeküla Kool. Aastaraamat ...","2017-09-01","2018-09-01","Estonian","Estonia",1,"Pärnu Raeküla Kool. Aastaraamat ...<br>From <b>2017-09-01</b> to <b>2018-09-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"520","JVpikksilm","Pikksilm : ülevaade valitud trendidest","2018-03-01","2021-01-01","Estonian","Estonia",2.84109589041096,"Pikksilm : ülevaade valitud trendidest<br>From <b>2018-03-01</b> to <b>2021-01-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"521","JVpildivihik","Pildivihik","2021-04-01","2021-10-01","Estonian","Estonia",0.501369863013699,"Pildivihik<br>From <b>2021-04-01</b> to <b>2021-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"522","JVpolevevenerg","Põlevad ja mittepõlevad energiaallikad ... = Combustible and non-combustible energy resources ...","2018-03-01","2020-05-01","Estonian","Estonia",2.16986301369863,"Põlevad ja mittepõlevad energiaallikad ... = Combustible and non-combustible energy resources ...<br>From <b>2018-03-01</b> to <b>2020-05-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"523","JVproceedingseass","Proceedings : Estonian Academy of Security Sciences","2017-11-01","2020-12-01","Estonian","Estonia",3.08493150684932,"Proceedings : Estonian Academy of Security Sciences<br>From <b>2017-11-01</b> to <b>2020-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"524","JVproductionguideest","Production guide Estonia : everything you need to know about filming in Estonia","2018-06-01","2020-03-01","English","Estonia",1.75068493150685,"Production guide Estonia : everything you need to know about filming in Estonia<br>From <b>2018-06-01</b> to <b>2020-03-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"525","JVpuhkusest","Puhkus Eestis : ideed sinu puhkuseks","2017-06-01","2019-06-01","Estonian","Estonia",2,"Puhkus Eestis : ideed sinu puhkuseks<br>From <b>2017-06-01</b> to <b>2019-06-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"526","JVrahapoljamaj","Rahapoliitika ja majandus","2017-03-01","2021-06-01","Estonian","Estonia",4.25479452054795,"Rahapoliitika ja majandus<br>From <b>2017-03-01</b> to <b>2021-06-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"527","JVrahvusarhiiv","Rahvusarhiiv ...","2017-06-01","2019-06-01","Estonian","Estonia",2,"Rahvusarhiiv ...<br>From <b>2017-06-01</b> to <b>2019-06-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"528","JVrandejakodakondsus","Rände- ja kodakondsuspoliitika aastaraport ... : [Euroopa rändevõrgustiku Eesti kontaktpunkti valdkonnaülevaade Siseministeeriumile]","2017-04-01","2021-12-01","Estonian","Estonia",4.67123287671233,"Rände- ja kodakondsuspoliitika aastaraport ... : [Euroopa rändevõrgustiku Eesti kontaktpunkti valdkonnaülevaade Siseministeeriumile]<br>From <b>2017-04-01</b> to <b>2021-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"529","JVraport","Raport (Rahvusvaheline Kaitseuuringute Keskus)","2017-04-01","2020-11-01","Estonian","Estonia",3.58904109589041,"Raport (Rahvusvaheline Kaitseuuringute Keskus)<br>From <b>2017-04-01</b> to <b>2020-11-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"530","JVrasitoim","RASI toimetised","2018-02-01","2021-12-01","Estonian","Estonia",3.83287671232877,"RASI toimetised<br>From <b>2018-02-01</b> to <b>2021-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"531","JVravimiameti","Ravimiameti statistika aastaraamat ... = Statistical yearbook of the State Agency of Medicines ...","2017-11-01","2018-10-01","Estonian","Estonia",0.915068493150685,"Ravimiameti statistika aastaraamat ... = Statistical yearbook of the State Agency of Medicines ...<br>From <b>2017-11-01</b> to <b>2018-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"532","JVreseareconomandbusin","Research in economics and business: Central and Eastern Europe","2017-06-01","2019-12-01","English","Estonia",2.5013698630137,"Research in economics and business: Central and Eastern Europe<br>From <b>2017-06-01</b> to <b>2019-12-01</b><br>issued in <b>Estonia</b> in <b>English</b> language</br>","#78B7C5"
"533","JVresmusica","Res musica : Eesti Muusikateaduse Seltsi ja Eesti Muusika- ja Teatriakadeemia muusikateaduse osakonna aastaraamat","2017-12-01","2020-12-01","Estonian","Estonia",3.0027397260274,"Res musica : Eesti Muusikateaduse Seltsi ja Eesti Muusika- ja Teatriakadeemia muusikateaduse osakonna aastaraamat<br>From <b>2017-12-01</b> to <b>2020-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"534","JVriigiinfosusteemi","Riigi Infosüsteemi Amet. Küberturvalisus ...","2018-06-01","2021-04-01","Estonian","Estonia",2.83561643835616,"Riigi Infosüsteemi Amet. Küberturvalisus ...<br>From <b>2018-06-01</b> to <b>2021-04-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"535","JVriigikogu","Riigikogu aastaraamat ...","2017-10-01","2021-11-01","Estonian","Estonia",4.08767123287671,"Riigikogu aastaraamat ...<br>From <b>2017-10-01</b> to <b>2021-11-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"536","JVriigiktoim","Riigikogu toimetised","2017-06-01","2021-12-01","Estonian","Estonia",4.5041095890411,"Riigikogu toimetised<br>From <b>2017-06-01</b> to <b>2021-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"537","JVrmkeng","RMK annual report","2017-06-01","2021-06-01","Estonian","Estonia",4.0027397260274,"RMK annual report<br>From <b>2017-06-01</b> to <b>2021-06-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"538","JVrmkest","RMK aastaraamat","2017-06-01","2021-06-01","Estonian","Estonia",4.0027397260274,"RMK aastaraamat<br>From <b>2017-06-01</b> to <b>2021-06-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"539","JVrraastaraamat","Eesti Rahvusraamatukogu aastaraamat = National Library of Estonia yearbook","2017-01-01","2019-06-01","Estonian","Estonia",2.41369863013699,"Eesti Rahvusraamatukogu aastaraamat = National Library of Estonia yearbook<br>From <b>2017-01-01</b> to <b>2019-06-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
