"","keyid","title","start","end","language","country","duration","tooltip","l_color"
"695","kraater","Kraater : Pihtla valla Infoleht","2014-02-01","2019-03-01","Estonian","Estonia",5.07945205479452,"Kraater : Pihtla valla Infoleht<br>From <b>2014-02-01</b> to <b>2019-03-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"696","krattsatiirile","Kratt : satiirileht : Päevalehe hinnata kaasanne : ilmub kord nädalas","1925-10-19","1940-07-21","Estonian","Estonia",14.7643835616438,"Kratt : satiirileht : Päevalehe hinnata kaasanne : ilmub kord nädalas<br>From <b>1925-10-19</b> to <b>1940-07-21</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"697","kreisblattderkreis","Kreis-Blatt der Kreisverwaltung Fellin","1918-05-03","1918-09-06","German","Estonia",0.345205479452055,"Kreis-Blatt der Kreisverwaltung Fellin<br>From <b>1918-05-03</b> to <b>1918-09-06</b><br>issued in <b>Estonia</b> in <b>German</b> language</br>","#446455"
"698","krihvel","Krihvel : Varbla kooli ajaleht","2017-01-10","2020-06-05","Estonian","Estonia",3.4027397260274,"Krihvel : Varbla kooli ajaleht<br>From <b>2017-01-10</b> to <b>2020-06-05</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"699","kristiineleht","Kristiine Leht","2005-06-01","2021-11-19","Estonian","Estonia",16.4794520547945,"Kristiine Leht<br>From <b>2005-06-01</b> to <b>2021-11-19</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"700","kristiinelehtvene","Газета управы Кристийне","2014-01-01","2021-11-19","Russian","Estonia",7.88767123287671,"Газета управы Кристийне<br>From <b>2014-01-01</b> to <b>2021-11-19</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"701","kristlikrahvale","Kristlik Rahvaleht","1910-12-01","1911-01-01","Estonian","Estonia",0.0849315068493151,"Kristlik Rahvaleht<br>From <b>1910-12-01</b> to <b>1911-01-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"702","kulajutud","Külajutud","2006-03-01","2009-07-01","Estonian","Estonia",3.33698630136986,"Külajutud<br>From <b>2006-03-01</b> to <b>2009-07-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"703","kulaleht","Külaleht","1930-10-04","1935-12-19","Estonian","Estonia",5.21095890410959,"Külaleht<br>From <b>1930-10-04</b> to <b>1935-12-19</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"704","kulaline","Külaline : kirjandus-teaduslik lisa ""Viljandi Uudiste"" juure","1928-01-18","1928-12-19","Estonian","Estonia",0.92054794520548,"Külaline : kirjandus-teaduslik lisa ""Viljandi Uudiste"" juure<br>From <b>1928-01-18</b> to <b>1928-12-19</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"705","kullamaavalla","Kullamaa Valla Ajaleht","2004-03-06","2017-10-05","Estonian","Estonia",13.5917808219178,"Kullamaa Valla Ajaleht<br>From <b>2004-03-06</b> to <b>2017-10-05</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"706","kultuurileht","Kultuurileht","1994-02-11","1997-03-27","Estonian","Estonia",3.12328767123288,"Kultuurileht<br>From <b>1994-02-11</b> to <b>1997-03-27</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"707","kundja","Kündja : Põllutöö ja politika ajaleht","1882-07-07","1891-08-01","Estonian","Latvia",9.07397260273973,"Kündja : Põllutöö ja politika ajaleht<br>From <b>1882-07-07</b> to <b>1891-08-01</b><br>issued in <b>Latvia</b> in <b>Estonian</b> language</br>","#899DA4"
"708","kunstileht","Kunstileht : kirjanduse-, kunsti- ja teatrileht","1932-06-24","1932-10-09","Estonian","Estonia",0.293150684931507,"Kunstileht : kirjanduse-, kunsti- ja teatrileht<br>From <b>1932-06-24</b> to <b>1932-10-09</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"709","kunstjakirjandus","Kunst ja Kirjandus","1932-02-22","1940-07-21","Estonian","Estonia",8.41643835616438,"Kunst ja Kirjandus<br>From <b>1932-02-22</b> to <b>1940-07-21</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"710","kuressaaresonumid","Kuressaare Sõnumid","2009-04-02","2017-12-21","Estonian","Estonia",8.72602739726027,"Kuressaare Sõnumid<br>From <b>2009-04-02</b> to <b>2017-12-21</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"711","kureteataja","Kuressaare Teataja","1917-11-23","1918-11-22","Estonian","Estonia",0.997260273972603,"Kuressaare Teataja<br>From <b>1917-11-23</b> to <b>1918-11-22</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"712","kurjeeriohtusedtelegr","Kurjeeri Õhtused Telegrammid = Курьеръ Вечерния Телеграммы","1923-09-14","1923-09-27","Estonian","Estonia",0.0356164383561644,"Kurjeeri Õhtused Telegrammid = Курьеръ Вечерния Телеграммы<br>From <b>1923-09-14</b> to <b>1923-09-27</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"713","kurjeeriohtusedtelegrrus","Kurjeeri Õhtused Telegrammid = Курьеръ Вечерния Телеграммы","1923-09-14","1923-09-29","Russian","Estonia",0.0410958904109589,"Kurjeeri Õhtused Telegrammid = Курьеръ Вечерния Телеграммы<br>From <b>1923-09-14</b> to <b>1923-09-29</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"714","kurortnernov","Курорт Пернов : [общественно-политическая газета]","1911-06-02","1911-08-30","Russian","Estonia",0.243835616438356,"Курорт Пернов : [общественно-политическая газета]<br>From <b>1911-06-02</b> to <b>1911-08-30</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"715","kuulakuusalut","Kuula Kuusalut : Kuusalu vallavalitsuse eriväljaanne","2018-08-01","2018-11-01","Estonian","Estonia",0.252054794520548,"Kuula Kuusalut : Kuusalu vallavalitsuse eriväljaanne<br>From <b>2018-08-01</b> to <b>2018-11-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"716","kuulutaja","Kuulutaja","2014-03-14","2022-03-18","Estonian","Estonia",8.01643835616438,"Kuulutaja<br>From <b>2014-03-14</b> to <b>2022-03-18</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"717","kuulutajaaed","Aed ja kodu : [ajalehe Kuulutaja lisa]","2014-05-02","2016-04-22","Estonian","Estonia",1.97534246575342,"Aed ja kodu : [ajalehe Kuulutaja lisa]<br>From <b>2014-05-02</b> to <b>2016-04-22</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"718","kuulutajavoru","Kuulutaja","1926-12-11","1934-11-23","Estonian","Estonia",7.95616438356164,"Kuulutaja<br>From <b>1926-12-11</b> to <b>1934-11-23</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"719","kuulutusle","Kuulutusleht","1926-12-11","1927-02-15","Estonian","Estonia",0.180821917808219,"Kuulutusleht<br>From <b>1926-12-11</b> to <b>1927-02-15</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"720","kylalineteatajali","Külaline : ""Tallinna Teataja"" kirjandusline-teadusline lisa : hinnata kaasanne","1910-02-20","1915-06-06","Estonian","Estonia",5.29315068493151,"Külaline : ""Tallinna Teataja"" kirjandusline-teadusline lisa : hinnata kaasanne<br>From <b>1910-02-20</b> to <b>1915-06-06</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"721","kylwaja","Külwaja : põllumehe kuukiri","1915-01-05","1916-01-04","Estonian","Estonia",0.997260273972603,"Külwaja : põllumehe kuukiri<br>From <b>1915-01-05</b> to <b>1916-01-04</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"722","laagrineljapaev","Laagri Neljapäev : Noorkotkaste I Üldlaagri Häälekandja","1935-06-20","1935-06-23","Estonian","Estonia",0.00821917808219178,"Laagri Neljapäev : Noorkotkaste I Üldlaagri Häälekandja<br>From <b>1935-06-20</b> to <b>1935-06-23</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"723","laaneelu","Lääne Elu","2007-01-04","2022-03-22","Estonian","Estonia",15.2219178082192,"Lääne Elu<br>From <b>2007-01-04</b> to <b>2022-03-22</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"724","laaneeluew","Lääne Elu : Läänemaa häälekandja","1928-04-26","1940-08-12","Estonian","Estonia",12.3041095890411,"Lääne Elu : Läänemaa häälekandja<br>From <b>1928-04-26</b> to <b>1940-08-12</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"725","laanehaal","Lääne Hääl","1930-09-07","1931-12-24","Estonian","Estonia",1.2958904109589,"Lääne Hääl<br>From <b>1930-09-07</b> to <b>1931-12-24</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"726","laaneharjuvalla","Lääne-Harju Valla Leht","2017-12-01","2022-02-22","Estonian","Estonia",4.23013698630137,"Lääne-Harju Valla Leht<br>From <b>2017-12-01</b> to <b>2022-02-22</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"727","laaneharjuvallarus","Lääne-Harju Valla Leht : [vene keeles]","2018-01-07","2022-02-22","Russian","Estonia",4.12876712328767,"Lääne-Harju Valla Leht : [vene keeles]<br>From <b>2018-01-07</b> to <b>2022-02-22</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"728","laanemaa","Läänemaa","1927-12-14","1930-01-08","Estonian","Estonia",2.07123287671233,"Läänemaa<br>From <b>1927-12-14</b> to <b>1930-01-08</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"729","laanemalevlane","Lääne Malevlane : Kaitseliidu Lääne maleva leht : [ajalehe Lääne Elu lisa]","2014-12-30","2019-12-19","Estonian","Estonia",4.97260273972603,"Lääne Malevlane : Kaitseliidu Lääne maleva leht : [ajalehe Lääne Elu lisa]<br>From <b>2014-12-30</b> to <b>2019-12-19</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"730","laanenigula","Lääne-Nigula Infoleht","2013-11-01","2017-10-01","Estonian","Estonia",3.91780821917808,"Lääne-Nigula Infoleht<br>From <b>2013-11-01</b> to <b>2017-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"731","laanenigulavalla","Lääne-Nigula Valla Ajaleht","2017-11-01","2022-02-17","Estonian","Estonia",4.2986301369863,"Lääne-Nigula Valla Ajaleht<br>From <b>2017-11-01</b> to <b>2022-02-17</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"732","laaneranna","Lääneranna Teataja : Lääneranna valla ajaleht","2017-12-20","2022-02-21","Estonian","Estonia",4.17534246575342,"Lääneranna Teataja : Lääneranna valla ajaleht<br>From <b>2017-12-20</b> to <b>2022-02-21</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"733","laaneteataja","Lääne Teataja","1933-07-01","1934-03-10","Estonian","Estonia",0.69041095890411,"Lääne Teataja<br>From <b>1933-07-01</b> to <b>1934-03-10</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"734","laanlane","Läänlane : politika, kirjanduse ja majanduse ajaleht","1912-12-19","1916-05-30","Estonian","Estonia",3.44657534246575,"Läänlane : politika, kirjanduse ja majanduse ajaleht<br>From <b>1912-12-19</b> to <b>1916-05-30</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"735","laanlaneekbp","Läänlane : EK(b)P Haapsalu Rajoonikomitee ja Haapsalu Rajooni TSN häälekandja","1944-10-07","1950-11-04","Estonian","Estonia",6.07945205479452,"Läänlane : EK(b)P Haapsalu Rajoonikomitee ja Haapsalu Rajooni TSN häälekandja<br>From <b>1944-10-07</b> to <b>1950-11-04</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"736","laekverevalla","Laekvere Valla Sõnumid","2014-01-01","2017-09-01","Estonian","Estonia",3.66849315068493,"Laekvere Valla Sõnumid<br>From <b>2014-01-01</b> to <b>2017-09-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"737","lahedavalla","Laheda Valla Sõnumid","2014-01-01","2017-10-01","Estonian","Estonia",3.75068493150685,"Laheda Valla Sõnumid<br>From <b>2014-01-01</b> to <b>2017-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"738","laimjalasonumid","Laimjala Sönumid : [Laimjala kogukonna infoleht]","2018-05-01","2019-06-20","Estonian","Estonia",1.13698630136986,"Laimjala Sönumid : [Laimjala kogukonna infoleht]<br>From <b>2018-05-01</b> to <b>2019-06-20</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"739","lammasjakits","Lammas ja Kits : Eesti Lamba- ja Kitsekasvatajate Liidu kuukiri","2019-03-01","2020-09-01","Estonian","Estonia",1.50684931506849,"Lammas ja Kits : Eesti Lamba- ja Kitsekasvatajate Liidu kuukiri<br>From <b>2019-03-01</b> to <b>2020-09-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"740","lasnamaeleht","Lasnamäe Leht","2015-01-01","2022-03-01","Estonian","Estonia",7.16712328767123,"Lasnamäe Leht<br>From <b>2015-01-01</b> to <b>2022-03-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"741","lasnamaelehtrus","Газета Ласнамяэ : газета управы Ласнамяэ","2014-01-01","2022-03-01","Russian","Estonia",8.16712328767123,"Газета Ласнамяэ : газета управы Ласнамяэ<br>From <b>2014-01-01</b> to <b>2022-03-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"742","lastelepostimeheli","Lasteleht : esimene Eesti lasteajakiri : ""Postimehe"" hinnata kaasanne : Eesti nooresoo õpetlik ja ilukirjandusline kuukiri","1900-12-01","1940-09-01","Estonian","Estonia",39.7780821917808,"Lasteleht : esimene Eesti lasteajakiri : ""Postimehe"" hinnata kaasanne : Eesti nooresoo õpetlik ja ilukirjandusline kuukiri<br>From <b>1900-12-01</b> to <b>1940-09-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"743","lasteroom","Laste - rõõm : ""Isamaa"" hinnata kuu-kaasaanne","1906-05-10","1907-02-19","Estonian","Estonia",0.780821917808219,"Laste - rõõm : ""Isamaa"" hinnata kuu-kaasaanne<br>From <b>1906-05-10</b> to <b>1907-02-19</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"744","lasvasonum","Lasva Sõnum","2013-01-01","2017-10-01","Estonian","Estonia",4.75068493150685,"Lasva Sõnum<br>From <b>2013-01-01</b> to <b>2017-10-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"745","latieestlane","Läti Eestlane","1928-02-24","1928-05-26","Estonian","Latvia",0.252054794520548,"Läti Eestlane<br>From <b>1928-02-24</b> to <b>1928-05-26</b><br>issued in <b>Latvia</b> in <b>Estonian</b> language</br>","#899DA4"
"746","leautoleht","Autoleht : Lääne Elu erileht","2015-11-05","2016-11-10","Estonian","Estonia",1.01643835616438,"Autoleht : Lääne Elu erileht<br>From <b>2015-11-05</b> to <b>2016-11-10</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"747","leavasta","Avasta Läänemaad : [ajalehe Lääne Elu lisa]","2016-04-14","2019-06-06","Estonian","Estonia",3.14520547945205,"Avasta Läänemaad : [ajalehe Lääne Elu lisa]<br>From <b>2016-04-14</b> to <b>2019-06-06</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"748","leehitusleht","Ehitusleht : [ajalehe Lääne Elu lisa]","2016-05-12","2019-04-11","Estonian","Estonia",2.91506849315068,"Ehitusleht : [ajalehe Lääne Elu lisa]<br>From <b>2016-05-12</b> to <b>2019-04-11</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"749","lehtse","Lehtse","2002-04-01","2005-12-01","Estonian","Estonia",3.67123287671233,"Lehtse<br>From <b>2002-04-01</b> to <b>2005-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"750","lejoululeht","Jõululeht : Lääne Elu erileht","2015-12-03","2019-12-12","Estonian","Estonia",4.02739726027397,"Jõululeht : Lääne Elu erileht<br>From <b>2015-12-03</b> to <b>2019-12-12</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"751","lekevadleht","Kevadleht : [ajalehe Lääne Elu lisa]","2015-04-09","2018-05-24","Estonian","Estonia",3.12602739726027,"Kevadleht : [ajalehe Lääne Elu lisa]<br>From <b>2015-04-09</b> to <b>2018-05-24</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"752","lekoolileht","Koolileht : [ajalehe Lääne Elu lisa]","2015-05-21","2015-08-13","Estonian","Estonia",0.23013698630137,"Koolileht : [ajalehe Lääne Elu lisa]<br>From <b>2015-05-21</b> to <b>2015-08-13</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"753","lemaff","MAFF : Matsalu loodusfilmide festivali leht : [ajalehe Lääne Elu lisa]","2014-09-13","2019-09-03","Estonian","Estonia",4.97534246575342,"MAFF : Matsalu loodusfilmide festivali leht : [ajalehe Lääne Elu lisa]<br>From <b>2014-09-13</b> to <b>2019-09-03</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"754","lendleht","Lendleht","1907-01-01","1907-06-22","Estonian","Estonia",0.471232876712329,"Lendleht<br>From <b>1907-01-01</b> to <b>1907-06-22</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"755","leole","Leole","2000-04-01","2022-02-01","Estonian","Estonia",21.8520547945205,"Leole<br>From <b>2000-04-01</b> to <b>2022-02-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"756","lesobraleht","Sõbraleht : [ajalehe Lääne Elu lisa]","2015-02-12","2017-02-11","Estonian","Estonia",2,"Sõbraleht : [ajalehe Lääne Elu lisa]<br>From <b>2015-02-12</b> to <b>2017-02-11</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"757","lesugisleht","Sügisleht : [ajalehe Lääne Elu lisa]","2015-09-24","2019-09-19","Estonian","Estonia",3.98904109589041,"Sügisleht : [ajalehe Lääne Elu lisa]<br>From <b>2015-09-24</b> to <b>2019-09-19</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"758","lesuveleht","Suveleht : [ajalehe Lääne Elu lisa]","2015-06-11","2019-08-15","Estonian","Estonia",4.18082191780822,"Suveleht : [ajalehe Lääne Elu lisa]<br>From <b>2015-06-11</b> to <b>2019-08-15</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"759","letalveleht","Talveleht : [ajalehe Lääne Elu lisa]","2016-12-08","2019-01-24","Estonian","Estonia",2.12876712328767,"Talveleht : [ajalehe Lääne Elu lisa]<br>From <b>2016-12-08</b> to <b>2019-01-24</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"760","leterviseleht","Terviseleht : [ajalehe Lääne Elu lisa]","2015-09-10","2017-05-27","Estonian","Estonia",1.71232876712329,"Terviseleht : [ajalehe Lääne Elu lisa]<br>From <b>2015-09-10</b> to <b>2017-05-27</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"761","lihulateataja","Lihula Teataja","2009-08-01","2017-10-05","Estonian","Estonia",8.18356164383562,"Lihula Teataja<br>From <b>2009-08-01</b> to <b>2017-10-05</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"762","liivimaarus","Лифляндский листок объявлений = Liivimaa kuulutuste leht = Livländisches Annoncenblatt","1898-01-01","1905-10-01","Russian","Estonia",7.75068493150685,"Лифляндский листок объявлений = Liivimaa kuulutuste leht = Livländisches Annoncenblatt<br>From <b>1898-01-01</b> to <b>1905-10-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"763","liiviranna","Liiviranna : Häädemeeste valla leht","2018-01-01","2022-02-09","Estonian","Estonia",4.10958904109589,"Liiviranna : Häädemeeste valla leht<br>From <b>2018-01-01</b> to <b>2022-02-09</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"764","lindaestpere","Linda : eesti perekonna-ajakiri","1887-10-15","1905-12-30","Estonian","Estonia",18.2191780821918,"Linda : eesti perekonna-ajakiri<br>From <b>1887-10-15</b> to <b>1905-12-30</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"765","linnalehtiv","Linnaleht : [Ida-Virumaa]","2012-11-09","2021-10-29","Russian","Estonia",8.97534246575342,"Linnaleht : [Ida-Virumaa]<br>From <b>2012-11-09</b> to <b>2021-10-29</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"766","linnalehtp","Linnaleht : [Pärnu]","2006-02-24","2021-10-29","Estonian","Estonia",15.6876712328767,"Linnaleht : [Pärnu]<br>From <b>2006-02-24</b> to <b>2021-10-29</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"767","linnalehtt","Linnaleht : [Tallinn]","2006-10-03","2021-10-29","Estonian","Estonia",15.0821917808219,"Linnaleht : [Tallinn]<br>From <b>2006-10-03</b> to <b>2021-10-29</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"768","linnalehttrt","Linnaleht : [Tartu]","2006-02-17","2021-10-29","Estonian","Estonia",15.7068493150685,"Linnaleht : [Tartu]<br>From <b>2006-02-17</b> to <b>2021-10-29</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"769","linnalehttvene","Linnaleht : [Tallinn] : бесплатный еженедельник","2006-06-02","2021-10-29","Russian","Estonia",15.4191780821918,"Linnaleht : [Tallinn] : бесплатный еженедельник<br>From <b>2006-06-02</b> to <b>2021-10-29</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"770","linnateataja","Linna Teataja.","1941-09-06","1941-12-02","Estonian","Estonia",0.238356164383562,"Linna Teataja.<br>From <b>1941-09-06</b> to <b>1941-12-02</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"771","livzeitung","Лифляндские губернские ведомости = Livländische Gouvernements-Zeitung","1852-11-01","1913-03-29","Russian","Latvia",60.4438356164384,"Лифляндские губернские ведомости = Livländische Gouvernements-Zeitung<br>From <b>1852-11-01</b> to <b>1913-03-29</b><br>issued in <b>Latvia</b> in <b>Russian</b> language</br>","#C7B19C"
"772","lobbus","Löbbus Juttustaja armsaks aeawiteks : Perno Postimehhe lissa-kirri","1865-07-07","1866-12-28","Estonian","Estonia",1.47671232876712,"Löbbus Juttustaja armsaks aeawiteks : Perno Postimehhe lissa-kirri<br>From <b>1865-07-07</b> to <b>1866-12-28</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"773","lobujateadus","Lõbu ja teadus : ""Isamaa"" lisa","1908-11-08","1909-09-12","Estonian","Estonia",0.843835616438356,"Lõbu ja teadus : ""Isamaa"" lisa<br>From <b>1908-11-08</b> to <b>1909-09-12</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"774","lobusajawiide","Lõbus ajawiide : Rahwalehe kaasanne","1906-12-07","1907-12-24","Estonian","Estonia",1.04657534246575,"Lõbus ajawiide : Rahwalehe kaasanne<br>From <b>1906-12-07</b> to <b>1907-12-24</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"775","lohusuu","Lohusuu Valla Uudised","2011-01-01","2016-12-01","Estonian","Estonia",5.92054794520548,"Lohusuu Valla Uudised<br>From <b>2011-01-01</b> to <b>2016-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"776","lohusuurus","Lohusuu Valla Uudised","2012-11-01","2016-12-01","Russian","Estonia",4.08493150684932,"Lohusuu Valla Uudised<br>From <b>2012-11-01</b> to <b>2016-12-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"777","loksaelu","Loksa Elu","2014-01-01","2022-02-01","Estonian","Estonia",8.09041095890411,"Loksa Elu<br>From <b>2014-01-01</b> to <b>2022-02-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"778","loksaelurus","Газета родного края","2014-01-01","2022-02-01","Russian","Estonia",8.09041095890411,"Газета родного края<br>From <b>2014-01-01</b> to <b>2022-02-01</b><br>issued in <b>Estonia</b> in <b>Russian</b> language</br>","#C7B19C"
"779","loovtooambla","Loov Töö : Ambla Masina-Traktorijaama poliitosakonna häälekandja (b4576850X)","1951-04-13","1953-12-20","Estonian","Estonia",2.69041095890411,"Loov Töö : Ambla Masina-Traktorijaama poliitosakonna häälekandja (b4576850X)<br>From <b>1951-04-13</b> to <b>1953-12-20</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"780","lounaeesti","Lõuna-Eesti","1921-09-19","1940-09-30","Estonian","Estonia",19.0438356164384,"Lõuna-Eesti<br>From <b>1921-09-19</b> to <b>1940-09-30</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"781","lounaeestilile","Lõuna-Eesti lisaleht : [ajalehe Lõuna-Eesti lisa]","1930-01-04","1930-02-08","Estonian","Estonia",0.0958904109589041,"Lõuna-Eesti lisaleht : [ajalehe Lõuna-Eesti lisa]<br>From <b>1930-01-04</b> to <b>1930-02-08</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"782","lounaestpostimees","Lõuna-Eesti Postimees","2017-11-03","2022-03-23","Estonian","Estonia",4.38630136986301,"Lõuna-Eesti Postimees<br>From <b>2017-11-03</b> to <b>2022-03-23</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"783","lounaleht","Lõunaleht","2008-01-03","2022-01-20","Estonian","Estonia",14.0575342465753,"Lõunaleht<br>From <b>2008-01-03</b> to <b>2022-01-20</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"784","lounamulgimaa","Lõuna-Mulgimaa","2004-01-01","2017-12-01","Estonian","Estonia",13.9260273972603,"Lõuna-Mulgimaa<br>From <b>2004-01-01</b> to <b>2017-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"785","lp","LP","2012-10-13","2014-12-27","Estonian","Estonia",2.20547945205479,"LP<br>From <b>2012-10-13</b> to <b>2014-12-27</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"786","luganuse","Lüganuse Uudised","2007-01-01","2008-12-01","Estonian","Estonia",1.91780821917808,"Lüganuse Uudised<br>From <b>2007-01-01</b> to <b>2008-12-01</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
"787","luganusevalla","Lüganuse Vallaleht","2018-02-22","2022-02-22","Estonian","Estonia",4.0027397260274,"Lüganuse Vallaleht<br>From <b>2018-02-22</b> to <b>2022-02-22</b><br>issued in <b>Estonia</b> in <b>Estonian</b> language</br>","#899DA4"
