"","keyid","year","language","country","n"
"4254","narvajoesuu",2009,"Estonian","Estonia",12
"4255","narvajoesuu",2011,"Estonian","Estonia",12
"4256","narvansanomat",1919,"Finnish","Estonia",12
"4257","omamaatrt",1888,"Estonian","Estonia",12
"4258","omamaatrt",1889,"Estonian","Estonia",12
"4259","orissaare",2016,"Estonian","Estonia",12
"4260","orissaare",2017,"Estonian","Estonia",12
"4261","paikuseposti",2003,"Estonian","Estonia",12
"4262","paikuseposti",2004,"Estonian","Estonia",12
"4263","paikuseposti",2005,"Estonian","Estonia",12
"4264","paikuseposti",2007,"Estonian","Estonia",12
"4265","paikuseposti",2008,"Estonian","Estonia",12
"4266","paikuseposti",2012,"Estonian","Estonia",12
"4267","paikuseposti",2013,"Estonian","Estonia",12
"4268","paikuseposti",2014,"Estonian","Estonia",12
"4269","paikuseposti",2015,"Estonian","Estonia",12
"4270","paikuseposti",2016,"Estonian","Estonia",12
"4271","paikuseposti",2017,"Estonian","Estonia",12
"4272","paikuseposti",2018,"Estonian","Estonia",12
"4273","paikuseposti",2019,"Estonian","Estonia",12
"4274","paikuseposti",2020,"Estonian","Estonia",12
"4275","paikuseposti",2021,"Estonian","Estonia",12
"4276","palamusevallateataja",2012,"Estonian","Estonia",12
"4277","palamusevallateataja",2014,"Estonian","Estonia",12
"4278","palamusevallateataja",2015,"Estonian","Estonia",12
"4279","palamusevallateataja",2016,"Estonian","Estonia",12
"4280","peipsirannik",2017,"Estonian","Estonia",12
"4281","peipsirannik",2020,"Estonian","Estonia",12
"4282","pirita",2014,"Estonian","Estonia",12
"4283","pirita",2015,"Estonian","Estonia",12
"4284","pirita",2016,"Estonian","Estonia",12
"4285","pirita",2017,"Estonian","Estonia",12
"4286","pirita",2019,"Estonian","Estonia",12
"4287","pirita",2020,"Estonian","Estonia",12
"4288","pirita",2021,"Estonian","Estonia",12
"4289","pohjakodu",1944,"Estonian","Estonia",12
"4290","pohjatallinn",2017,"Estonian","Estonia",12
"4291","pohjatallinn",2018,"Estonian","Estonia",12
"4292","pohjatallinn",2021,"Estonian","Estonia",12
"4293","pohjatallinnrus",2017,"Russian","Estonia",12
"4294","pohjatallinnrus",2018,"Russian","Estonia",12
"4295","pohjatallinnrus",2021,"Russian","Estonia",12
"4296","pollumajandus",1909,"Estonian","Estonia",12
"4297","pollumajandus",1910,"Estonian","Estonia",12
"4298","pollumees",1897,"Estonian","Estonia",12
"4299","pollumees",1898,"Estonian","Estonia",12
"4300","pollumees",1899,"Estonian","Estonia",12
"4301","pollumees",1900,"Estonian","Estonia",12
"4302","pollumees",1902,"Estonian","Estonia",12
"4303","polluteadus",1904,"Estonian","Estonia",12
"4304","polluteadus",1905,"Estonian","Estonia",12
"4305","pollutoole",1918,"Estonian","Estonia",12
"4306","puurmani",1999,"Estonian","Estonia",12
"4307","puurmani",2004,"Estonian","Estonia",12
"4308","puurmani",2005,"Estonian","Estonia",12
"4309","puurmani",2006,"Estonian","Estonia",12
"4310","puurmani",2007,"Estonian","Estonia",12
"4311","puurmani",2009,"Estonian","Estonia",12
"4312","raadiolehteestiraadio",1966,"Estonian","Estonia",12
"4313","raesonumid",2006,"Estonian","Estonia",12
"4314","raesonumid",2009,"Estonian","Estonia",12
"4315","raesonumid",2013,"Estonian","Estonia",12
"4316","raesonumid",2014,"Estonian","Estonia",12
"4317","raesonumid",2015,"Estonian","Estonia",12
"4318","raesonumid",2016,"Estonian","Estonia",12
"4319","raesonumid",2021,"Estonian","Estonia",12
"4320","rahvaelu",1933,"Estonian","Estonia",12
"4321","rakverevalla",2018,"Estonian","Estonia",12
"4322","rakverevalla",2019,"Estonian","Estonia",12
"4323","rakverevalla",2020,"Estonian","Estonia",12
"4324","rakverevalla",2021,"Estonian","Estonia",12
"4325","randlaneuus",1990,"Estonian","Estonia",12
"4326","randlaneuus",1992,"Estonian","Estonia",12
"4327","rapinarahva",2015,"Estonian","Estonia",12
"4328","rapinarahva",2016,"Estonian","Estonia",12
"4329","rapinarahva",2017,"Estonian","Estonia",12
"4330","rapinarahva",2018,"Estonian","Estonia",12
"4331","rapinarahva",2019,"Estonian","Estonia",12
"4332","rapinarahva",2020,"Estonian","Estonia",12
"4333","rapinarahva",2021,"Estonian","Estonia",12
"4334","raplateataja",2014,"Estonian","Estonia",12
"4335","raplateataja",2015,"Estonian","Estonia",12
"4336","raplateataja",2017,"Estonian","Estonia",12
"4337","raplateataja",2018,"Estonian","Estonia",12
"4338","raplateataja",2019,"Estonian","Estonia",12
"4339","raplateataja",2020,"Estonian","Estonia",12
"4340","raplateataja",2021,"Estonian","Estonia",12
"4341","ristirahwalisa",1878,"Estonian","Estonia",12
"4342","ristirahwalisa",1883,"Estonian","Estonia",12
"4343","ristirahwalisa",1885,"Estonian","Estonia",12
"4344","ristirahwalisa",1886,"Estonian","Estonia",12
"4345","saardesonumid",2019,"Estonian","Estonia",12
"4346","saarlaselisa",1886,"Estonian","Estonia",12
"4347","saartesuvenadal",2014,"Estonian","Estonia",12
"4348","saartesuvenadal",2015,"Estonian","Estonia",12
"4349","saatus",2017,"Estonian","Estonia",12
"4350","saatus",2018,"Estonian","Estonia",12
"4351","saatus",2019,"Estonian","Estonia",12
"4352","sakalalile",1921,"Estonian","Estonia",12
"4353","sakusonumid",2011,"Estonian","Estonia",12
"4354","sakusonumid",2016,"Estonian","Estonia",12
"4355","sakusonumid",2017,"Estonian","Estonia",12
"4356","sakusonumid",2018,"Estonian","Estonia",12
"4357","sakusonumid",2019,"Estonian","Estonia",12
"4358","sakusonumid",2020,"Estonian","Estonia",12
"4359","sakusonumid",2021,"Estonian","Estonia",12
"4360","salmevalla",2005,"Estonian","Estonia",12
"4361","salmevalla",2017,"Estonian","Estonia",12
"4362","sarjajali",1913,"Estonian","Estonia",12
"4363","sauesona",2002,"Estonian","Estonia",12
"4364","setomaa",2018,"Estonian","Estonia",12
"4365","setomaa",2019,"Estonian","Estonia",12
"4366","setomaa",2020,"Estonian","Estonia",12
"4367","severnojeextra",2017,"Russian","Estonia",12
"4368","severnojeextra",2018,"Russian","Estonia",12
"4369","sin",2009,"Estonian","Estonia",12
"4370","sin",2010,"Estonian","Estonia",12
"4371","sin",2012,"Estonian","Estonia",12
"4372","sin",2013,"Estonian","Estonia",12
"4373","sin",2014,"Estonian","Estonia",12
"4374","sin",2015,"Estonian","Estonia",12
"4375","sin",2016,"Estonian","Estonia",12
"4376","sin",2017,"Estonian","Estonia",12
"4377","sirpjavasar",1944,"Estonian","Estonia",12
"4378","sodurileht",2019,"Estonian","Estonia",12
"4379","sojahyyd",1930,"Estonian","Estonia",12
"4380","sojahyyd",1931,"Estonian","Estonia",12
"4381","sojahyyd",1932,"Estonian","Estonia",12
"4382","sojahyyd",1933,"Estonian","Estonia",12
"4383","sojahyyd",1934,"Estonian","Estonia",12
"4384","sojahyyd",1935,"Estonian","Estonia",12
"4385","sojahyyd",1936,"Estonian","Estonia",12
"4386","sojahyyd",1937,"Estonian","Estonia",12
"4387","sojahyyd",1938,"Estonian","Estonia",12
"4388","sojahyyd",1939,"Estonian","Estonia",12
"4389","somerusonumid",2013,"Estonian","Estonia",12
"4390","somerusonumid",2014,"Estonian","Estonia",12
"4391","somerusonumid",2015,"Estonian","Estonia",12
"4392","somerusonumid",2016,"Estonian","Estonia",12
"4393","somerusonumid",2017,"Estonian","Estonia",12
"4394","sonumedtapa",2012,"Estonian","Estonia",12
"4395","sonumedtapa",2013,"Estonian","Estonia",12
"4396","sonumedtapa",2014,"Estonian","Estonia",12
"4397","sonumedtapa",2016,"Estonian","Estonia",12
"4398","sonumedtapa",2017,"Estonian","Estonia",12
"4399","sonumileht",2012,"Estonian","Estonia",12
"4400","sonumitooja",2022,"Estonian","Estonia",12
"4401","surjusonumid",2016,"Estonian","Estonia",12
"4402","tallorahvak",1825,"Estonian","Estonia",12
"4403","tallorahvak",1840,"Estonian","Estonia",12
"4404","tallorahvak",1844,"Estonian","Estonia",12
"4405","tallorahvak",1846,"Estonian","Estonia",12
"4406","tallorahvak",1854,"Estonian","Estonia",12
"4407","tallorahvak",1855,"Estonian","Estonia",12
"4408","tallorahvak",1856,"Estonian","Estonia",12
"4409","tallorahvak",1867,"Estonian","Estonia",12
"4410","tallorahvak",1868,"Estonian","Estonia",12
"4411","tallorahvak",1869,"Estonian","Estonia",12
"4412","tallorahvak",1872,"Estonian","Estonia",12
"4413","tallorahvak",1873,"Estonian","Estonia",12
"4414","tallorahvak",1875,"Estonian","Estonia",12
"4415","tallorahvak",1876,"Estonian","Estonia",12
"4416","tallorahvak",1877,"Estonian","Estonia",12
"4417","tallorahvak",1879,"Estonian","Estonia",12
"4418","tallorahvak",1880,"Estonian","Estonia",12
"4419","tallorahvak",1882,"Estonian","Estonia",12
"4420","tallorahvak",1883,"Estonian","Estonia",12
"4421","tallorahvak",1884,"Estonian","Estonia",12
"4422","tallorahvak",1885,"Estonian","Estonia",12
"4423","tallorahvak",1888,"Estonian","Estonia",12
"4424","tapaskievesti",2016,"Russian","Estonia",12
"4425","tapaskievesti",2017,"Russian","Estonia",12
"4426","tartuekspress",2012,"Estonian","Estonia",12
"4427","tarvastu",2017,"Estonian","Estonia",12
"4428","teatajanaljali",1902,"Estonian","Estonia",12
"4429","teatajapoliit",1997,"Estonian","Sweden",12
"4430","telegramm",1934,"Estonian","Estonia",12
"4431","terviseuudised",2014,"Estonian","Estonia",12
"4432","terviseuudised",2016,"Estonian","Estonia",12
"4433","terviseuudised",2017,"Estonian","Estonia",12
"4434","terviseuudised",2018,"Estonian","Estonia",12
"4435","terviseuudised",2019,"Estonian","Estonia",12
"4436","terviseuudised",2020,"Estonian","Estonia",12
"4437","thebalticsuomeksi",2017,"Estonian","Estonia",12
"4438","thebalticsuomeksi",2018,"Estonian","Estonia",12
"4439","toolistevoitlus",1932,"Estonian","Estonia",12
"4440","tootsiteataja",2010,"Estonian","Estonia",12
"4441","tootsiteataja",2011,"Estonian","Estonia",12
"4442","tootsiteataja",2013,"Estonian","Estonia",12
"4443","tootsiteataja",2014,"Estonian","Estonia",12
"4444","tootsiteataja",2015,"Estonian","Estonia",12
"4445","torguteataja",2021,"Estonian","Estonia",12
"4446","torivalla",2019,"Estonian","Estonia",12
"4447","torivalla",2020,"Estonian","Estonia",12
"4448","tostamaa",2008,"Estonian","Estonia",12
"4449","truajalehtrus",1981,"Russian","Estonia",12
"4450","tulewik",1907,"Estonian","Estonia",12
"4451","turirahvaleht",2017,"Estonian","Estonia",12
"4452","turirahvaleht",2018,"Estonian","Estonia",12
"4453","turirahvaleht",2019,"Estonian","Estonia",12
"4454","turirahvaleht",2021,"Estonian","Estonia",12
"4455","uksleht",2020,"Estonian","Estonia",12
"4456","ulak",1908,"Estonian","Estonia",12
"4457","urvastevalla",2015,"Estonian","Estonia",12
"4458","urvastevalla",2017,"Estonian","Estonia",12
"4459","utropravda",1918,"Russian","Estonia",12
"4460","vabaeesti",1924,"Estonian","Estonia",12
"4461","vaikemaarjav",2005,"Estonian","Estonia",12
"4462","vaikemaarjav",2009,"Estonian","Estonia",12
"4463","vaikemaarjav",2013,"Estonian","Estonia",12
"4464","vaikemaarjav",2017,"Estonian","Estonia",12
"4465","valgateataja",2019,"Estonian","Estonia",12
"4466","valgateataja",2020,"Estonian","Estonia",12
"4467","vallakareda",2011,"Estonian","Estonia",12
"4468","vallakareda",2012,"Estonian","Estonia",12
"4469","vallakareda",2016,"Estonian","Estonia",12
"4470","vallapohjaparnu",2019,"Estonian","Estonia",12
"4471","vallapohjaparnu",2020,"Estonian","Estonia",12
"4472","vallapohjaparnu",2021,"Estonian","Estonia",12
"4473","vallasonumid",2016,"Estonian","Estonia",12
"4474","vallasonumidrus",2016,"Russian","Estonia",12
"4475","vandra",2014,"Estonian","Estonia",12
"4476","vandra",2015,"Estonian","Estonia",12
"4477","vandra",2016,"Estonian","Estonia",12
"4478","vandra",2017,"Estonian","Estonia",12
"4479","varblavalla",2007,"Estonian","Estonia",12
"4480","varblavalla",2008,"Estonian","Estonia",12
"4481","varblavalla",2010,"Estonian","Estonia",12
"4482","varblavalla",2011,"Estonian","Estonia",12
"4483","varblavalla",2013,"Estonian","Estonia",12
"4484","varblavalla",2015,"Estonian","Estonia",12
"4485","varblavalla",2016,"Estonian","Estonia",12
"4486","varstuvalla",2014,"Estonian","Estonia",12
"4487","vihulavalla",2014,"Estonian","Estonia",12
"4488","vihulavalla",2015,"Estonian","Estonia",12
"4489","vihulavalla",2016,"Estonian","Estonia",12
"4490","viljandivalla",2018,"Estonian","Estonia",12
"4491","viljandivalla",2019,"Estonian","Estonia",12
"4492","viljandivalla",2020,"Estonian","Estonia",12
"4493","viljandivalla",2021,"Estonian","Estonia",12
"4494","virumaavana",1925,"Estonian","Estonia",12
"4495","voitleja",1953,"Estonian","Canada",12
"4496","voitleja",1954,"Estonian","Canada",12
"4497","vorulinna",2020,"Estonian","Estonia",12
"4498","walgusepolluteadlile",1896,"Estonian","Estonia",12
"4499","walgusepolluteadlile",1897,"Estonian","Estonia",12
"4500","walgusepolluteadlile",1898,"Estonian","Estonia",12
"4501","walgusepolluteadlile",1899,"Estonian","Estonia",12
"4502","walgusepolluteadlile",1900,"Estonian","Estonia",12
"4503","walgusepolluteadlile",1901,"Estonian","Estonia",12
"4504","walgusepolluteadlile",1902,"Estonian","Estonia",12
"4505","wirmalisejutuli",1898,"Estonian","Estonia",12
"4506","wirulaselijarv",1884,"Estonian","Estonia",12
"4507","wirulaselijarv",1885,"Estonian","Estonia",12
"4508","yhistegevusl",1910,"Estonian","Estonia",12
"4509","yhistegevusl",1915,"Estonian","Estonia",12
"4510","yhistegevusl",1916,"Estonian","Estonia",12
"4511","abieluleht",1932,"Estonian","Estonia",11
"4512","aegviiduaeg",2009,"Estonian","Estonia",11
"4513","aegviiduaeg",2011,"Estonian","Estonia",11
"4514","aegviiduaeg",2014,"Estonian","Estonia",11
"4515","AKeestiloodus",2017,"Estonian","Estonia",11
"4516","AKeestiloodus",2018,"Estonian","Estonia",11
"4517","AKhealaps",2017,"Estonian","Estonia",11
"4518","AKhealaps",2018,"Estonian","Estonia",11
"4519","AKhealaps",2019,"Estonian","Estonia",11
"4520","AKhealaps",2020,"Estonian","Estonia",11
"4521","AKhealaps",2021,"Estonian","Estonia",11
"4522","AKkeeljakirjandus",2017,"Estonian","Estonia",11
"4523","AKmaksumaksja",2017,"Estonian","Estonia",11
"4524","AKmaksumaksja",2018,"Estonian","Estonia",11
"4525","AKmaksumaksja",2020,"Estonian","Estonia",11
"4526","AKmuusika",2017,"Estonian","Estonia",11
"4527","AKmuusika",2018,"Estonian","Estonia",11
"4528","AKmuusika",2019,"Estonian","Estonia",11
"4529","AKmuusika",2020,"Estonian","Estonia",11
"4530","AKtaheke",2017,"Estonian","Estonia",11
"4531","AKtaheke",2018,"Estonian","Estonia",11
"4532","AKtaheke",2019,"Estonian","Estonia",11
"4533","AKtaheke",2020,"Estonian","Estonia",11
"4534","AKteekaija",2018,"Estonian","Estonia",11
"4535","AKtmk",2017,"Estonian","Estonia",11
"4536","AKtmk",2018,"Estonian","Estonia",11
"4537","AKtmk",2019,"Estonian","Estonia",11
"4538","AKtmk",2020,"Estonian","Estonia",11
"4539","AKtmk",2021,"Estonian","Estonia",11
"4540","AKuttartuylik",2017,"Estonian","Estonia",11
"4541","alatskivivalla",2015,"Estonian","Estonia",11
"4542","alatskivivalla",2016,"Estonian","Estonia",11
"4543","alatskivivalla",2017,"Estonian","Estonia",11
"4544","amblavallaleht",2006,"Estonian","Estonia",11
"4545","amblavallaleht",2017,"Estonian","Estonia",11
"4546","apehitus",2014,"Estonian","Estonia",11
"4547","apjuhtimine",2015,"Estonian","Estonia",11
"4548","apomamaja",2014,"Estonian","Estonia",11
"4549","apomamaja",2015,"Estonian","Estonia",11
"4550","apomamaja",2016,"Estonian","Estonia",11
"4551","apparnukonverentsid",2017,"Estonian","Estonia",11
"4552","arevalla",2017,"Estonian","Estonia",11
"4553","aripaev",2022,"Estonian","Estonia",11
"4554","arruldanemissionilile",1861,"Estonian","Estonia",11
"4555","aserivalla",2007,"Estonian","Estonia",11
"4556","avanduse",2003,"Estonian","Estonia",11
"4557","awwinorm",2010,"Estonian","Estonia",11
"4558","budtezdorov",2014,"Russian","Estonia",11
"4559","dip",2017,"Estonian","Estonia",11
"4560","dip",2018,"Estonian","Estonia",11
"4561","edasitartu",1919,"Estonian","Estonia",11
"4562","eestihaal",2014,"Estonian","United Kingdom",11
"4563","eestihaal",2015,"Estonian","United Kingdom",11
"4564","eestipostimehemuusikalile",1882,"Estonian","Estonia",11
"4565","elukaar",2019,"Estonian","Estonia",11
"4566","elvaelu",1935,"Estonian","Estonia",11
"4567","epmmissionileht",1903,"Estonian","Estonia",11
"4568","haaberstipost",2021,"Estonian","Estonia",11
"4569","haaberstipostvene",2021,"Russian","Estonia",11
"4570","halingavalla",2005,"Estonian","Estonia",11
"4571","halingavalla",2006,"Estonian","Estonia",11
"4572","halingavalla",2007,"Estonian","Estonia",11
"4573","halingavalla",2008,"Estonian","Estonia",11
"4574","haljalavalla",2014,"Estonian","Estonia",11
"4575","haljalavalla",2016,"Estonian","Estonia",11
"4576","haljalavalla",2018,"Estonian","Estonia",11
"4577","haljalavalla",2020,"Estonian","Estonia",11
"4578","harjuelu",2022,"Estonian","Estonia",11
"4579","helmekihelk",2015,"Estonian","Estonia",11
"4580","helmekihelk",2016,"Estonian","Estonia",11
"4581","hiiumaateataja",2018,"Estonian","Estonia",11
"4582","hiiumaateataja",2020,"Estonian","Estonia",11
"4583","hiiuvalla",2016,"Estonian","Estonia",11
"4584","illukavalla",2011,"Estonian","Estonia",11
"4585","illukavalla",2012,"Estonian","Estonia",11
"4586","illukavalla",2013,"Estonian","Estonia",11
"4587","illukavalla",2014,"Estonian","Estonia",11
"4588","illukavalla",2015,"Estonian","Estonia",11
"4589","illukavalla",2017,"Estonian","Estonia",11
"4590","joelahtme",2003,"Estonian","Estonia",11
"4591","joelahtme",2004,"Estonian","Estonia",11
"4592","joelahtme",2006,"Estonian","Estonia",11
"4593","joelahtme",2007,"Estonian","Estonia",11
"4594","joelahtme",2008,"Estonian","Estonia",11
"4595","joelahtme",2009,"Estonian","Estonia",11
"4596","jogevalinnateataja",2007,"Estonian","Estonia",11
"4597","jogevalinnateataja",2008,"Estonian","Estonia",11
"4598","jogevalinnateataja",2010,"Estonian","Estonia",11
"4599","jogevalinnateataja",2012,"Estonian","Estonia",11
"4600","jogevavallateataja",2016,"Estonian","Estonia",11
"4601","jogevavallateataja",2017,"Estonian","Estonia",11
"4602","johviteataja",2014,"Estonian","Estonia",11
"4603","johviteataja",2016,"Estonian","Estonia",11
"4604","johviteataja",2017,"Estonian","Estonia",11
"4605","johviteatajarus",2014,"Russian","Estonia",11
"4606","johviteatajarus",2016,"Russian","Estonia",11
"4607","johviteatajarus",2017,"Russian","Estonia",11
"4608","junnumaa",2009,"Estonian","Estonia",11
"4609","junnumaa",2010,"Estonian","Estonia",11
"4610","junnumaa",2012,"Estonian","Estonia",11
"4611","junnumaa",2013,"Estonian","Estonia",11
"4612","junnumaa",2014,"Estonian","Estonia",11
"4613","junnumaa",2015,"Estonian","Estonia",11
"4614","junnumaa",2016,"Estonian","Estonia",11
"4615","juuruvalla",2014,"Estonian","Estonia",11
"4616","juuruvalla",2015,"Estonian","Estonia",11
"4617","juuruvalla",2016,"Estonian","Estonia",11
"4618","juuruvalla",2017,"Estonian","Estonia",11
"4619","kaiuvalla",2017,"Estonian","Estonia",11
"4620","kanepiteataja",2016,"Estonian","Estonia",11
"4621","kar",2004,"Estonian","Estonia",11
"4622","kar",2005,"Estonian","Estonia",11
"4623","kar",2007,"Estonian","Estonia",11
"4624","kar",2008,"Estonian","Estonia",11
"4625","kar",2010,"Estonian","Estonia",11
"4626","kar",2011,"Estonian","Estonia",11
"4627","kar",2012,"Estonian","Estonia",11
"4628","kar",2013,"Estonian","Estonia",11
"4629","kar",2014,"Estonian","Estonia",11
"4630","kar",2016,"Estonian","Estonia",11
"4631","karlateated",2014,"Estonian","Estonia",11
"4632","karuvalla",2008,"Estonian","Estonia",11
"4633","karuvalla",2009,"Estonian","Estonia",11
"4634","karuvalla",2010,"Estonian","Estonia",11
"4635","karuvalla",2011,"Estonian","Estonia",11
"4636","karuvalla",2012,"Estonian","Estonia",11
"4637","karuvalla",2013,"Estonian","Estonia",11
"4638","karuvalla",2014,"Estonian","Estonia",11
"4639","karuvalla",2016,"Estonian","Estonia",11
"4640","kasitoole",1915,"Estonian","Estonia",11
"4641","kasitoole",1916,"Estonian","Estonia",11
"4642","kastrevalla",2018,"Estonian","Estonia",11
"4643","kastrevalla",2019,"Estonian","Estonia",11
"4644","keilaleht",2022,"Estonian","Estonia",11
"4645","keilavalla",2015,"Estonian","Estonia",11
"4646","kesklinnasonumid",2018,"Estonian","Estonia",11
"4647","kesklinnasonumid",2020,"Estonian","Estonia",11
"4648","kesklinnasonumidrus",2020,"Russian","Estonia",11
"4649","kihnuleht",2011,"Estonian","Estonia",11
"4650","kihnuleht",2014,"Estonian","Estonia",11
"4651","kihnuleht",2017,"Estonian","Estonia",11
"4652","kihnuleht",2018,"Estonian","Estonia",11
"4653","kihnuleht",2020,"Estonian","Estonia",11
